House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
51,King Road,Alexandra,Wright,31,Head,Single,Female,Unemployed,None,Christian
51,King Road,Jessica,Wright,5,Daughter,NA,Female,Student,None,NA
51,King Road,Stephanie,Allen,40,Lodger,Single,Female,Graphic designer,None,Catholic
51,King Road,Vincent,Thomas,39,Lodger,Single,Male,IT sales professional,None,None
51,King Road,Arthur,Palmer,38,Lodger,Divorced,Male,Hydrogeologist,None,None
52,King Road,Kathleen,Robson,50,Head,Married,Female,Naval architect,None,None
52,King Road,Cameron,Robson,54,Husband,Married,Male,Chiropodist,None,None
52,King Road,Stewart,Robson,27,Son,Divorced,Male,Local government officer,None,None
53,King Road,Malcolm,Simpson,69,Head,Married,Male,Retired Theatre manager,None,Methodist
53,King Road,Marilyn,Simpson,66,Wife,Married,Female,"Psychologist, prison and probation services",None,None
54,King Road,Marc,Allen,57,Head,Single,Male,Unemployed,None,Christian
54,King Road,Bradley,Hamilton,39,None,Single,Male,Administrator,None,Christian
55,King Road,Frank,Armstrong,72,Head,Married,Male,"Retired Scientist, forensic",None,Muslim
55,King Road,Sophie,Armstrong,71,Wife,Married,Female,Retired Production engineer,None,None
56,King Road,Antony,Brown,74,Head,Divorced,Male,Retired Learning disability nurse,None,Christian
1,Innerarch Avenue,Nicholas,Thompson,74,Head,Widowed,Male,Retired IT consultant,None,None
2,Innerarch Avenue,Dorothy,Smith,70,Head,Widowed,Female,Retired Architect,None,Methodist
3,Innerarch Avenue,Amber,Barrett,59,Head,Single,Female,Water quality scientist,None,Christian
4,Innerarch Avenue,Samantha,Storey,48,Head,Married,Female,"Investment banker, operational",None,Christian
4,Innerarch Avenue,Christopher,Storey,47,Husband,Married,Male,"Sales professional, IT",None,Christian
4,Innerarch Avenue,Gail,Storey,34,Daughter,Divorced,Female,"Therapist, horticultural",None,Christian
4,Innerarch Avenue,Michelle,Storey,30,Daughter,Divorced,Female,"Geologist, engineering",None,None
5,Innerarch Avenue,Roger,Stone,23,Head,Single,Male,Copy,None,Methodist
6,Innerarch Avenue,Brett,Griffiths,18,Head,Single,Male,University Student,None,Christian
6,Innerarch Avenue,Norman,Holden,21,None,Single,Male,University Student,None,None
6,Innerarch Avenue,Sally,Burke,18,None,Single,Female,University Student,None,Christian
7,Innerarch Avenue,Anna,Fowler,78,Head,Widowed,Female,Retired Arts administrator,None,Methodist
8,Innerarch Avenue,Carole,O'Sullivan,29,Head,Single,Female,Unemployed,None,Christian
8,Innerarch Avenue,Ricky,O'Sullivan,5,Son,NA,Male,Student,None,NA
9,Innerarch Avenue,Trevor,Hussain,81,Head,Widowed,Male,Retired Bookseller,None,Christian
10,Innerarch Avenue,Lisa,Gallagher,72,Head,Widowed,Female,Retired Claims inspector/assessor,None,Christian
11,Innerarch Avenue,Lesley,Hurst,56,Head,Single,Female,Meteorologist,None,Christian
11,Innerarch Avenue,Oliver,Collins,59,Partner,Single,Male,Editorial assistant,None,Christian
12,Innerarch Avenue,Frances,Weston,28,Head,Married,Female,Geochemist,None,Catholic
12,Innerarch Avenue,Darren,Noble,31,Husband,Married,Male,Colour technologist,None,Catholic
13,Innerarch Avenue,Diane,Perry,18,Head,Divorced,Female,Student,None,NA
14,Innerarch Avenue,Charlene,McDonald,81,Head,Widowed,Female,Retired Lobbyist,None,Christian
15,Innerarch Avenue,Teresa,James,74,Head,Divorced,Female,"Retired Loss adjuster, chartered",None,Methodist
16,Innerarch Avenue,Rebecca,Miles,69,Head,Single,Female,"Retired Scientist, forensic",None,Christian
17,Innerarch Avenue,Kathryn,Dean,63,Head,Single,Female,Unemployed,None,Christian
17,Innerarch Avenue,Gerard,Dean,27,Son,Single,Male,Firefighter,Unknown Infection,Christian
18,Innerarch Avenue,Elliott,Jones,83,Head,Widowed,Male,"Retired Therapist, music",None,Christian
19,Innerarch Avenue,Brenda,Dunn,21,Head,Single,Female,University Student,None,Christian
20,Innerarch Avenue,Ellie,Holland,55,Head,Married,Female,Operational investment banker,None,Christian
20,Innerarch Avenue,Alan,Holland,58,Husband,Married,Male,Ship broker,None,None
20,Innerarch Avenue,Philip,Holland,14,Son,NA,Male,Student,None,NA
21,Innerarch Avenue,Albert,Nicholls,28,Head,Divorced,Male,Horticultural therapist,None,None
22,Innerarch Avenue,Teresa,Greenwood,71,Head,Married,Female,"Retired Engineer, materials",None,Methodist
22,Innerarch Avenue,Callum,Greenwood,78,Husband,Married,m,Retired Herpetologist,None,Methodist
23,Innerarch Avenue,Charlie,Scott,32,Head,Single,Male,Economist,None,None
23,Innerarch Avenue,Joel,Scott,0,Son,NA,Male,Child,None,NA
23,Innerarch Avenue,Daniel,Owen,31,Lodger,Single,Male,"Education officer, environmental",None,Christian
24,Innerarch Avenue,Jacob,Buckley,87,Head,Divorced,Male,Retired Retail buyer,None,None
25,Innerarch Avenue,Terence,Martin,87,Head,Widowed,Male,Retired Prison officer,None,Methodist
26,Innerarch Avenue,Alexandra,Hargreaves,45,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
26,Innerarch Avenue,Luke,Rees,47,Partner,Single,Male,"Optician, dispensing",None,None
26,Innerarch Avenue,Connor,Hargreaves,15,Son,NA,Male,Student,None,NA
27,Innerarch Avenue,Andrew,Long,69,Head,Widowed,Male,Retired Fish farm manager,None,Christian
28,Innerarch Avenue,Katherine,Naylor,63,Head,Single,Female,Unemployed,None,Christian
29,Innerarch Avenue,Alex,Wong,57,Head,Single,m,Associate Professor,None,Christian
30,Innerarch Avenue,Christine,Taylor,40,Head,Married,Female,Insurance claims handler,None,None
30,Innerarch Avenue,Mohammad,Taylor,44,Husband,Married,Male,Marketing executive,None,None
30,Innerarch Avenue,Tom,Taylor,6,Son,NA,m,Student,None,NA
31,Innerarch Avenue,Aaron,Scott,46,Head,Married,Male,Prison officer,None,None
31,Innerarch Avenue,Amelia,Scott,46,Wife,Married,Female,Fast food restaurant manager,None,None
31,Innerarch Avenue,Ian,Allen,16,Nephew,NA,Male,Student,None,NA
32,Innerarch Avenue,Rachel,Thornton,64,Head,Single,Female,Unemployed,None,Christian
32,Innerarch Avenue,Jemma,Thornton,36,Daughter,Divorced,Female,Banker,None,None
33,Innerarch Avenue,Pamela,Griffin,47,Head,Divorced,Female,"Producer, radio",None,Methodist
34,Innerarch Avenue,Chelsea,Hammond,27,Head,Divorced,Female,"Investment banker, corporate",None,Methodist
1,Gregory Ports,Lydia,Simpson,51,Head,Married,Female,Unemployed,None,None
1,Gregory Ports,Ross,Simpson,51,Husband,Married,Male,Unemployed,None,None
1,Gregory Ports,Jacqueline,Simpson,21,Daughter,Divorced,Female,University Student,None,None
1,Gregory Ports,Donald,Simpson,12,Son,NA,Male,Student,None,NA
2,Gregory Ports,Vanessa,Dawson,37,Head,Divorced,Female,Pension scheme manager,None,None
2,Gregory Ports,Jamie,Dawson,6,Son,NA,male,Student,None,NA
3,Gregory Ports,Rosemary,Green,39,Head,Married,Female,"Scientist, product/process development",None,None
3,Gregory Ports,Brett,Green,45,Husband,Married,Male,Tour manager,None,None
4,Gregory Ports,Leanne,Whitehead,46,Head,Married,Female,Seismic interpreter,None,Methodist
4,Gregory Ports,Jamie,Whitehead,48,Husband,Married,Male,Database administrator,None,Methodist
4,Gregory Ports,Margaret,Whitehead,22,Daughter,Single,Female,University Student,None,Methodist
4,Gregory Ports,Olivia,Whitehead,19,Daughter,Single,Female,University Student,None,Methodist
4,Gregory Ports,Natasha,Whitehead,11,Daughter,NA,Female,Student,None,NA
5,Gregory Ports,Abigail,Hodgson,58,Head,Married,Female,Prison officer,None,Christian
5,Gregory Ports,Kenneth,Hodgson,55,Husband,Married,Male,"Psychologist, sport and exercise",None,Christian
6,Gregory Ports,Fiona,Cook,53,Head,Married,Female,Event organiser,None,Christian
6,Gregory Ports,Owen,Cook,58,Husband,Married,Male,Unemployed,None,None
6,Gregory Ports,Graham,James,28,Son,Single,Male,Photographer,None,None
7,Gregory Ports,Carole,O'Neill,57,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
7,Gregory Ports,Charlie,O'Neill,55,Husband,Married,Male,Television/film/video producer,None,None
7,Gregory Ports,Michael,O'Neill,27,Son,Single,Male,Marine scientist,None,Christian
7,Gregory Ports,Philip,O'Neill,25,Son,Single,Male,Higher education lecturer,None,Christian
7,Gregory Ports,William,O'Neill,1,Son,NA,Male,Child,None,NA
8,Gregory Ports,Kirsty,Wilson,71,Head,Widowed,Female,Retired Land/geomatics surveyor,None,Christian
8,Gregory Ports,Kathleen,Wilson,43,Daughter,Single,Female,Agricultural engineer,None,Christian
8,Gregory Ports,Natalie,Wilson,40,Daughter,Single,Female,Dealer,None,None
9,Gregory Ports,Nicola,Turner,31,Head,Married,Female,Chartered accountant,None,None
9,Gregory Ports,Gerard,Turner,30,Husband,Married,Male,"Engineer, electrical",None,None
9,Gregory Ports,Kieran,Turner,10,Son,NA,Male,Student,None,NA
9,Gregory Ports,Karen,Turner,9,Daughter,NA,Female,Student,None,NA
10,Gregory Ports,Terence,Butler,38,Head,Single,Male,Unemployed,None,Christian
10,Gregory Ports,Katie,Butler,7,Daughter,NA,Female,Student,None,NA
10,Gregory Ports,Jill,Butler,3,Daughter,NA,Female,Child,None,NA
10,Gregory Ports,Adam,Butler,3,Son,NA,Male,Child,None,NA
11,Gregory Ports,Stanley,Pearce,31,Head,Married,Male,Games developer,None,Catholic
11,Gregory Ports,Donna,Pearce,31,Wife,Married,Female,Meteorologist,None,Catholic
12,Gregory Ports,Sara,Carpenter,31,Head,Divorced,Female,Unemployed,None,None
12,Gregory Ports,Adrian,Carpenter,13,Son,NA,Male,Student,None,NA
12,Gregory Ports,Jamie,Carpenter,8,Son,NA,Male,Student,None,NA
13,Gregory Ports,Ann,Brown,32,Head,Married,Female,"Engineer, communications",None,None
13,Gregory Ports,Andrew,Brown,33,Husband,Married,Male,"Surveyor, quantity",None,None
13,Gregory Ports,Louis,Brown,9,Son,NA,Male,Student,None,NA
14,Gregory Ports,Harry,Marsden,83,Head,Divorced,Male,Retired Building services engineer,None,Christian
15,Gregory Ports,Julie,Lee,49,Head,Married,Female,Unemployed,None,None
15,Gregory Ports,Robin,Lee,49,Husband,Married,Male,Field trials officer,None,None
15,Gregory Ports,Joanna,Lee,16,Daughter,NA,Female,Student,None,NA
15,Gregory Ports,Graeme,Lee,15,Son,NA,Male,Student,None,NA
16,Gregory Ports,Julie,Thomas,51,Head,Married,Female,Geophysicist/field seismologist,None,Christian
16,Gregory Ports,Nathan,Thomas,54,Husband,Married,Male,Systems analyst,None,Christian
16,Gregory Ports,Georgia,Thomas,38,Daughter,Single,Female,Investment analyst,None,None
17,Gregory Ports,Lynn,Phillips,38,Head,Married,Female,Commercial horticulturist,None,Christian
17,Gregory Ports,Joseph,Phillips,45,Husband,Married,Male,"Designer, industrial/product",None,Christian
17,Gregory Ports,Jeremy,Phillips,3,Son,NA,Male,Child,None,NA
18,Gregory Ports,Tina,Hill,51,Head,Married,Female,"Geologist, wellsite",None,Jewish
18,Gregory Ports,Gordon,Hill,53,Husband,Married,Male,Ceramics designer,None,Jewish
18,Gregory Ports,Sheila,Hill,16,Daughter,NA,Female,Student,None,NA
19,Gregory Ports,Pamela,Austin,36,Head,Single,Female,"Engineer, land",None,None
19,Gregory Ports,Jeffrey,Thompson,35,Partner,Single,Male,"Engineer, automotive",None,None
19,Gregory Ports,Ian,Austin,2,Son,NA,m,Child,None,NA
20,Gregory Ports,Danielle,Young,39,Head,Married,Female,Fast food restaurant manager,None,Catholic
20,Gregory Ports,Douglas,Young,38,Husband,Married,Male,Clinical biochemist,None,Catholic
20,Gregory Ports,Victoria,Young,7,Daughter,NA,Female,Student,None,NA
21,Gregory Ports,Brett,Thompson,22,Head,Single,Male,University Student,None,Catholic
21,Gregory Ports,Olivia,Taylor,22,None,Single,Female,University Student,None,Christian
21,Gregory Ports,Marion,Williams,20,None,Single,Female,University Student,None,Christian
21,Gregory Ports,Amanda,Akhtar,18,None,Single,Female,University Student,None,Muslim
21,Gregory Ports,Joseph,Bates,19,None,Single,Male,University Student,None,None
22,Gregory Ports,Beverley,Hughes,38,Head,Single,Female,Chiropractor,None,Christian
22,Gregory Ports,Michael,Owens,41,Partner,Single,Male,"Engineer, mining",None,Christian
22,Gregory Ports,Norman,Davies,51,Lodger,Divorced,Male,Tax inspector,None,Catholic
23,Gregory Ports,Caroline,Collins,39,Head,Single,Female,Environmental health practitioner,None,None
23,Gregory Ports,Jeremy,Chan,41,Partner,Single,Male,Regulatory affairs officer,None,None
23,Gregory Ports,Anna,Collins,3,Daughter,NA,Female,Child,None,NA
24,Gregory Ports,Angela,Leach,27,Head,Married,Female,Water quality scientist,None,Methodist
24,Gregory Ports,Samuel,Leach,26,Husband,Married,Male,Chiropodist,None,Methodist
24,Gregory Ports,Nicholas,Leach,11,Son,NA,Male,Student,None,NA
25,Gregory Ports,Gerald,Fox,39,Head,Married,Male,Research scientist (life sciences),None,Christian
25,Gregory Ports,Billy,Fox,37,Husband,Married,Male,Media planner,None,Christian
25,Gregory Ports,Jeremy,Fox,20,Step-Son,Divorced,Male,Public relations account executive,None,Christian
25,Gregory Ports,Lindsey,Fox,19,Step-Daughter,Single,F,University Student,None,Christian
25,Gregory Ports,Duncan,Fox,19,Step-Son,Single,Male,University Student,None,Christian
26,Gregory Ports,Leonard,Kemp,43,Head,Married,Male,IT consultant,None,None
26,Gregory Ports,Leah,Kemp,39,Wife,Married,Female,Museum education officer,None,None
26,Gregory Ports,Charles,Kemp,7,Son,NA,Male,Student,None,NA
27,Gregory Ports,Aaron,Kennedy,27,Head,Divorced,Male,Warehouse manager,None,None
28,Gregory Ports,Charlene,Lee,39,Head,Married,Female,Health physicist,None,Christian
28,Gregory Ports,Danny,Lee,41,Husband,Married,Male,Unemployed,None,Christian
28,Gregory Ports,Nicholas,Stewart-Lee,12,Son,NA,Male,Student,None,NA
29,Gregory Ports,Lindsey,Hill,42,Head,Married,Female,Counsellor,None,Catholic
29,Gregory Ports,Lee,Hill,44,Husband,Married,Male,Scientific laboratory technician,None,Catholic
29,Gregory Ports,Harry,Hill,3,Son,NA,Male,Child,None,NA
30,Gregory Ports,Sara,King,44,Head,Divorced,Female,Unemployed,None,None
30,Gregory Ports,Lynda,Kaur-King,11,Daughter,NA,Female,Student,None,NA
30,Gregory Ports,Rachel,Kaur-King,10,Daughter,NA,Female,Student,None,NA
31,Gregory Ports,Kerry,Lamb,36,Head,Divorced,Female,"Surveyor, minerals",None,Methodist
31,Gregory Ports,Adam,Thompson,60,Lodger,Single,Male,Environmental manager,None,Christian
31,Gregory Ports,Linda,Taylor,45,Lodger,Single,Female,Copy,None,Christian
32,Gregory Ports,Janet,Clarke,40,Head,Married,Female,Actuary,None,Christian
32,Gregory Ports,Thomas,Clarke,42,Husband,Married,Male,Curator,None,None
32,Gregory Ports,Caroline,Clarke,5,Daughter,NA,Female,Student,None,NA
33,Gregory Ports,Rosie,Porter,28,Head,Married,Female,Medical technical officer,None,None
33,Gregory Ports,Kevin,Porter,27,Husband,Married,Male,Hydrographic surveyor,None,None
33,Gregory Ports,Jenna,Porter,2,Daughter,NA,Female,Child,None,NA
34,Gregory Ports,Julie,Lyons,44,Head,Married,Female,Civil Service fast streamer,None,None
34,Gregory Ports,Karl,Lyons,45,Husband,Married,Male,"Surveyor, land/geomatics",None,None
34,Gregory Ports,Iain,Lyons,1,Son,NA,Male,Child,None,NA
34,Gregory Ports,Dean,Wilson,36,Lodger,Single,Male,Architectural technologist,None,Catholic
35,Gregory Ports,Shirley,Foster,42,Head,Divorced,Female,Tax adviser,None,None
35,Gregory Ports,Ross,Foster,23,Son,Divorced,Male,Fish farm manager,None,None
35,Gregory Ports,Clive,Foster,23,Son,Widowed,m,Special effects artist,None,None
36,Gregory Ports,Patricia,Sanders,29,Head,Single,Female,"Education officer, museum",None,None
36,Gregory Ports,Adam,Evans,62,None,Single,Male,Unemployed,None,Christian
37,Gregory Ports,Ashleigh,White,74,Head,Widowed,Female,Retired Health and safety adviser,None,None
38,Gregory Ports,Josh,Ali,37,Head,Single,Male,"Scientist, physiological",None,None
39,Gregory Ports,Aimee,Holland,63,Head,Married,Female,Physiotherapist,None,Methodist
39,Gregory Ports,Stuart,Holland,69,Husband,Married,Male,Retired General practice doctor,None,Methodist
39,Gregory Ports,Julie,Lawson,22,Granddaughter,Single,Female,University Student,None,None
39,Gregory Ports,Gary,Lawson,18,Grandson,Single,Male,Student,None,Methodist
40,Gregory Ports,Terence,Turnbull,60,Head,Single,Male,Air broker,None,None
40,Gregory Ports,Howard,Turnbull,26,Son,Single,Male,Art gallery manager,None,None
40,Gregory Ports,Marc,Turnbull,23,Son,Single,Male,Archivist,None,None
40,Gregory Ports,Emma,Turnbull,19,Daughter,Single,Female,University Student,None,None
40,Gregory Ports,Robin,Turnbull,15,Son,NA,Male,Student,None,NA
41,Gregory Ports,Amanda,Khan,56,Head,Single,Female,Music tutor,None,Christian
41,Gregory Ports,Liam,Smith,53,Partner,Single,Male,Retail manager,None,Christian
41,Gregory Ports,Francis,Richards-Khan,16,Son,NA,Male,Student,None,NA
42,Gregory Ports,Ann,Hamilton,44,Head,Married,Female,Advertising art director,None,None
42,Gregory Ports,Richard,Hamilton,43,Husband,Married,Male,Control and instrumentation engineer,None,None
42,Gregory Ports,Roger,Hamilton,22,Son,Single,Male,University Student,None,None
43,Gregory Ports,Leon,Anderson,60,Head,Married,Male,"Engineer, biomedical",None,Catholic
43,Gregory Ports,Amanda,Anderson-Ward,62,Wife,Married,Female,"Librarian, public",None,Christian
43,Gregory Ports,Fiona,Anderson-Ward,26,Daughter,Single,Female,Speech and language therapist,None,Catholic
44,Gregory Ports,Grace,Owen,34,Head,Married,Female,Merchant navy officer,None,Methodist
44,Gregory Ports,Christian,Owen,37,Husband,Married,m,"Engineer, petroleum",None,Methodist
44,Gregory Ports,Kenneth,Owen,17,Son,NA,Male,Student,None,NA
45,Gregory Ports,Rosemary,Hill,46,Head,Married,Female,"Psychologist, educational",None,None
45,Gregory Ports,Graeme,Hill,44,Husband,Married,Male,"Optician, dispensing",None,None
45,Gregory Ports,Matthew,Hill,19,Son,Single,Male,University Student,None,None
45,Gregory Ports,Luke,Hill,17,Son,NA,Male,Student,None,NA
46,Gregory Ports,Karl,Spencer,67,Head,Widowed,Male,Video editor,None,Christian
47,Gregory Ports,Dorothy,Vaughan,29,Head,Single,Female,Advertising account executive,None,Catholic
47,Gregory Ports,Danielle,Vaughan,3,Daughter,NA,Female,Child,None,NA
47,Gregory Ports,Lucy,Wilson,63,Lodger,Single,Female,Building services engineer,None,Christian
48,Gregory Ports,Lauren,White,40,Head,Married,Female,Landscape architect,None,Christian
